Genes,CAOV3,JHOS2,PEO1,PEO4,OAW28,COV504,JHOS4,CAOV4,NIHOVCAR3,SNU8,PEA1,59M,ES2
DHRS4L2,1.000000023,0.999999993,0.999999988,1.000000052,0.999999977,1.000000027,1.000000001,0.999999996,1.00000002,1,0.999999985,1.000000017,0.999999995
DHRS9,1.000000023,0.999999993,0.999999988,1.000000052,0.999999977,1.000000027,1.000000001,0.999999996,1.00000002,1,0.999999985,1.000000017,0.999999995
NAT8L,1.000000023,0.999999993,0.999999988,1.000000052,0.999999977,1.000000027,1.000000001,0.999999996,1.00000002,1,0.999999985,1.000000017,0.999999995
PNLIPRP1,1.000000023,0.999999993,0.999999988,1.000000052,0.999999977,1.000000027,1.000000001,0.999999996,1.00000002,1,0.999999985,1.000000017,0.999999995
PRKACB,1.000000043,1.000000018,0.999999984,0.999999983,1.000000005,1.00000001,1,0.999999968,1.000000026,1.000000061,0.999999976,1.000000037,1.000000002
BRAF,1.000000043,1.000000018,0.999999984,0.999999983,1.000000005,1.00000001,1,0.999999968,1.000000026,1.000000061,0.999999976,1.000000037,1.000000002
MCEE,1.000000043,1.000000018,0.999999984,0.999999983,1.000000005,1.00000001,1,0.999999968,1.000000026,1.000000061,0.999999976,1.000000037,1.000000002
APOB,1.000000043,1.000000018,0.999999984,0.999999983,1.000000005,1.00000001,1,0.999999968,1.000000026,1.000000061,0.999999976,1.000000037,1.000000002
SLC9A3,1.000000043,1.000000018,0.999999984,0.999999983,1.000000005,1.00000001,1,0.999999968,1.000000026,1.000000061,0.999999976,1.000000037,1.000000002
ATP4A,1.000000043,1.000000018,0.999999984,0.999999983,1.000000005,1.00000001,1,0.999999968,1.000000026,1.000000061,0.999999976,1.000000037,1.000000002
AATK,1.000000043,1.000000018,0.999999984,0.999999983,1.000000005,1.00000001,1,0.999999968,1.000000026,1.000000061,0.999999976,1.000000037,1.000000002
CAPN3,1.000000043,1.000000018,0.999999984,0.999999983,1.000000005,1.00000001,1,0.999999968,1.000000026,1.000000061,0.999999976,1.000000037,1.000000002
PLTP,1.000000043,1.000000018,0.999999984,0.999999983,1.000000005,1.00000001,1,0.999999968,1.000000026,1.000000061,0.999999976,1.000000037,1.000000002
SLC1A3,1.000000043,1.000000018,0.999999984,0.999999983,1.000000005,1.00000001,1,0.999999968,1.000000026,1.000000061,0.999999976,1.000000037,1.000000002
TNNI3K,0,0.999999995,1.000000014,0,1.000000001,1.000000008,0,0,0,1.000000012,0.999999976,1.000000001,0
ATP5MK,0.851791263,0.785243155,0,0.70958225,0.840647676,0.890225672,0.795976122,0.624308455,0.45363714,0.7113553,0.644228462,0.868654386,0.531046203
ATP5PD,0.999999946,0.785243143,0.712455641,0.999999851,0.840647693,0.890225677,0.640577272,0.999999843,0.999999908,0.711355346,0.644228464,0.868654402,0.999999868
GPI,0.915142998,0.861687453,0.999999872,0.927089452,0.917824605,0.918393414,0.932769516,0.738356621,0.889698132,0.923261183,0.916573573,0.889786211,0.944727184
SULT4A1,1.000000008,1.000000006,0,1.000000022,1.000000006,1.000000021,1.000000009,0.999999966,1,1.000000016,0.999999994,1.000000026,0.999999993
SGPL1,1.000000029,0.46356859,0.998240164,0.999999983,0.958340366,0.985631681,1,0.999999965,1,0.976396001,0.99704714,0.973245408,0.999999999
USP19,1.000000032,0.999999994,0.99999997,0.999999983,1.000000007,1,1.000000004,0.999999994,1.000000029,0.999999925,0.99999998,1.00000001,0.999999993
GTF3C4,1.000000032,0.999999994,0.99999997,0.999999983,1.000000007,1,1.000000004,0.999999994,1.000000029,0.999999925,0.99999998,1.00000001,0.999999993
ALG10B,0.851791292,1.000000025,1.000000072,0.709582208,0.999999984,1,0.795976117,0.624308447,0.453637093,1.000000012,1.000000004,1.000000003,0.531046171
RPUSD4,1.00000003,1.000000025,0.99999997,0.999999983,1.000000006,1.000000017,1,0.999999965,1,0.999999961,0.999999976,1.00000002,1.000000004
UBE2G1,1.00000003,1.000000025,0.99999997,0.999999983,1.000000006,1.000000017,1,0.999999965,1,0.999999961,0.999999976,1.00000002,1.000000004
PDK2,1.00000003,1.000000025,0.99999997,0.999999983,1.000000006,1.000000017,1,0.999999965,1,0.999999961,0.999999976,1.00000002,1.000000004
PDE6B,0.999999994,1.000000024,1.000000012,1.000000019,0.999999979,1.00000001,1.000000004,0.999999994,1.000000029,0.999999918,0.999999994,1.000000023,0.999999993
CHST6,0.999999994,1.000000024,1.000000012,1.000000019,0.999999979,1.00000001,1.000000004,0.999999994,1.000000029,0.999999918,0.999999994,1.000000023,0.999999993
EPHA4,0.999999994,1.000000024,1.000000012,1.000000019,0.999999979,1.00000001,1.000000004,0.999999994,1.000000029,0.999999918,0.999999994,1.000000023,0.999999993
HSD17B14,1.000000033,1.000000013,1.000000048,0.999999983,1.000000003,1.000000007,1,0.999999973,1.00000001,1,0.999999976,1.000000036,1.000000004
EPHA1,1.000000034,1.000000013,1.000000048,0.999999983,1.000000003,1.000000007,1.000000003,0.999999973,1.00000001,1,0.999999976,1.000000036,1.000000004
MAP3K7,1.000000034,1.000000013,1.000000048,0.999999983,1.000000003,1.000000007,1.000000003,0.999999973,1.00000001,1,0.999999976,1.000000036,1.000000004
BMP2K,1.000000034,1.000000013,1.000000048,0.999999983,1.000000003,1.000000007,1.000000003,0.999999973,1.00000001,1,0.999999976,1.000000036,1.000000004
MIA3,1.000000034,1.000000013,1.000000048,0.999999983,1.000000003,1.000000007,1.000000003,0.999999973,1.00000001,1,0.999999976,1.000000036,1.000000004
AKR7A3,1.000000034,1.000000013,1.000000048,0.999999983,1.000000003,1.000000007,1.000000003,0.999999973,1.00000001,1,0.999999976,1.000000036,1.000000004
UCKL1,1.000000034,1.000000013,1.000000048,0.999999983,1.000000003,1.000000007,1.000000003,0.999999973,1.00000001,1,0.999999976,1.000000036,1.000000004
ACP7,1.000000034,1.000000013,1.000000048,0.999999983,1.000000003,1.000000007,1.000000003,0.999999973,1.00000001,1,0.999999976,1.000000036,1.000000004
SLC22A12,1.000000034,1.000000013,1.000000048,0.999999983,1.000000003,1.000000007,1.000000003,0.999999973,1.00000001,1,0.999999976,1.000000036,1.000000004
SOD1,1.000000034,1.000000013,1.000000048,0.999999983,1.000000003,1.000000007,1.000000003,0.999999973,1.00000001,1,0.999999976,1.000000036,1.000000004
PYGL,1.000000034,1.000000013,1.000000048,0.999999983,1.000000003,1.000000007,1.000000003,0.999999973,1.00000001,1,0.999999976,1.000000036,1.000000004
ATP6V0D1,0.999999993,1.000000025,0.99999997,0.999999983,0.999999987,1.000000021,1.000000004,0.999999966,1,1.000000028,0.999999976,1.00000002,1.000000004
AWAT2,0,1.000000014,1.000000064,0,1.000000006,1.000000019,0,0,0,1.000000023,1.000000007,1.000000015,0
SLC25A6,0,1.000000014,1.000000067,0,1.000000006,1.000000019,0,0,0,1.000000023,1.000000007,1.000000015,0
PPM1A,1.000000027,0.999999999,0.712455736,1.000000034,0.999999964,1.000000032,0.999999998,0.999999996,1.000000025,1.000000022,0.999999983,1.000000025,1.00000002
PRKCQ,1.000000026,1.000000026,1.00000007,1.000000004,0.999999988,1.000000005,0.995896778,0.995849049,1,1.000000027,1.000000007,1.000000003,1.000000017
DUSP4,0.999999988,1.000000019,0.999999986,1.000000013,0.999999984,1.000000004,1.000000017,0.999999965,1.000000016,1.000000003,0.999999976,1.000000011,1.000000014
PXDN,1.000000027,0.999999999,0.999999972,1.000000034,0.999999964,1.000000032,0.999999998,0.999999996,1.000000025,1.000000022,0.999999983,1.000000025,1.00000002
TLK1,1.000000027,0.999999999,0.999999972,1.000000034,0.999999964,1.000000032,0.999999998,0.999999996,1.000000025,1.000000022,0.999999983,1.000000025,1.00000002
PLK4,1.000000027,0.999999999,0.999999972,1.000000034,0.999999964,1.000000032,0.999999998,0.999999996,1.000000025,1.000000022,0.999999983,1.000000025,1.00000002
MYLK2,1.000000027,0.999999999,0.999999972,1.000000034,0.999999964,1.000000032,0.999999998,0.999999996,1.000000025,1.000000022,0.999999983,1.000000025,1.00000002
TST,1.000000009,1.000000003,0.999999982,1.000000021,1.000000007,1.000000019,1,0.999999991,1.000000019,1.000000012,0.99999998,1.00000001,1.000002515
SIRT7,1.000000009,1.000000003,0.999999982,1.000000021,1.000000007,1.000000019,1,0.999999991,1.000000019,1.000000012,0.99999998,1.00000001,1.000002515
FMO2,1.000000009,1.000000003,0.999999982,1.000000021,1.000000007,1.000000019,1,0.999999991,1.000000019,1.000000012,0.99999998,1.00000001,1.000002515
SLC15A2,1.000000003,1.000000007,0,1.000000021,1.000000006,1.000000008,1.000000001,0.999999978,1.00000001,0.999999952,1.000000007,1.000000003,0.999999993
FKBP9,1.000000033,0.999999994,1.000000056,0.999977841,1.000000007,1.000000008,1.000000001,0.999999994,0.999990019,0.999999952,0.99999998,1.00000001,0.999999993
RPS6KA5,1.000000003,1.000000007,0.99999997,1.000000021,1.000000006,1.000000008,1.000000001,0.999999978,1.00000001,0.999999952,1.000000007,1.000000003,0.999999993
ALOX12,1.000000003,1.000000007,0.99999997,1.000000021,1.000000006,1.000000008,1.000000001,0.999999978,1.00000001,0.999999952,1.000000007,1.000000003,0.999999993
TIGAR,1.000000003,1.000000007,0.99999997,1.000000021,1.000000006,1.000000008,1.000000001,0.999999978,1.00000001,0.999999952,1.000000007,1.000000003,0.999999993
HSD17B3,1.000000003,1.000000007,0.99999997,1.000000021,1.000000006,1.000000008,1.000000001,0.999999978,1.00000001,0.999999952,1.000000007,1.000000003,0.999999993
ST6GALNAC2,0.999999977,1.000000053,0.999999947,1.000000017,0.99999999,1.000000011,1.000000007,0.999999996,1.000000003,1,1.000000004,1.000000011,1.000000002
CPT1A,0.999999977,1.000000053,0.999999947,1.000000017,0.99999999,1.000000011,1.000000007,0.999999996,1.000000003,1,1.000000004,1.000000011,1.000000002
FKBP2,0.999999977,1.000000053,0.999999947,1.000000017,0.99999999,1.000000011,1.000000007,0.999999996,1.000000003,1,1.000000004,1.000000011,1.000000002
MARK3,0.999999977,1.000000053,0.999999947,1.000000017,0.99999999,1.000000011,1.000000007,0.999999996,1.000000003,1,1.000000004,1.000000011,1.000000002
PARP14,0.999999977,1.000000053,0.999999947,1.000000017,0.99999999,1.000000011,1.000000007,0.999999996,1.000000003,1,1.000000004,1.000000011,1.000000002
CA5A,1.000000021,1.000000018,1.000000038,1.000000052,0.999999971,1.000000023,1,0.999999971,1,0.999999928,1.000000007,1.000000007,0.999999995
ADH5,1.000000021,1.000000018,1.000000038,1.000000052,0.999999971,1.000000023,1,0.999999971,1,0.999999928,1.000000007,1.000000007,0.999999995
TAF1,1.000000021,1.000000018,1.000000038,1.000000052,0.999999971,1.000000023,1,0.999999971,1,0.999999928,1.000000007,1.000000007,0.999999995
GDE1,1.000000021,1.000000018,1.000000038,1.000000052,0.999999971,1.000000023,1,0.999999971,1,0.999999928,1.000000007,1.000000007,0.999999995
CTSB,1.000000021,1.000000018,1.000000038,1.000000052,0.999999971,1.000000023,1,0.999999971,1,0.999999928,1.000000007,1.000000007,0.999999995
SLC25A17,1.000000021,1.000000018,1.000000038,1.000000052,0.999999971,1.000000023,1,0.999999971,1,0.999999928,1.000000007,1.000000007,0.999999995
CHST4,0,1.00000003,1.000000111,0,1.000000007,1.000000017,0,0,0,1.000000012,0.999999978,1.000000025,0
PTPRB,1.000000039,1.000000024,0.712455713,1.000000034,0.999999987,1.000000024,1,0.999999993,1.000000054,0.999999956,0.999999994,1.000000006,1.00000002
CDIPT,1.000000031,1.00000001,0.999999996,1.000000034,0.999999981,1.000000021,1.000000006,0.999999991,0.999666731,0.998228488,0.999999978,1.000000001,1.00000002
KRTAP11-1,1.000000039,1.000000024,0.999999932,1.000000034,0.999999987,1.000000024,1,0.999999993,1.000000054,0.999999956,0.999999994,1.000000006,1.00000002
MGAT5,1.000000039,1.000000024,0.999999932,1.000000034,0.999999987,1.000000024,1,0.999999993,1.000000054,0.999999956,0.999999994,1.000000006,1.00000002
B3GAT3,1.000000039,1.000000024,0.999999932,1.000000034,0.999999987,1.000000024,1,0.999999993,1.000000054,0.999999956,0.999999994,1.000000006,1.00000002
COX7B,1.00000001,0.935845658,0.99999992,1.000000021,0.999999983,1.000000029,1,1.000000016,0.749604239,1.000000012,1.000000044,1.000000003,0.775460949
CYP4F12,1.000000027,1.000000029,1.00000001,0.970714554,0.999999982,1,0.999999967,0.96105108,0.986153561,1.000000014,0.999999978,1.000000024,0.990164079
GALNT18,1.000000032,1.000000016,0.999999972,1.00000003,0.999999987,1.000000032,1,0.999999991,1.000000019,1.000000014,0.999999982,1.000000026,1.00000002
RNGTT,1.000000032,1.000000016,0.999999972,1.00000003,0.999999987,1.000000032,1,0.999999991,1.000000019,1.000000014,0.999999982,1.000000026,1.00000002
ATP6V1G1,1.000000032,1.000000016,0.999999972,1.00000003,0.999999987,1.000000032,1,0.999999991,1.000000019,1.000000014,0.999999982,1.000000026,1.00000002
GPCPD1,1.000000032,1.000000016,0.999999972,1.00000003,0.999999987,1.000000032,1,0.999999991,1.000000019,1.000000014,0.999999982,1.000000026,1.00000002
PGLYRP4,1.000000032,1.000000016,0.999999972,1.00000003,0.999999987,1.000000032,1,0.999999991,1.000000019,1.000000014,0.999999982,1.000000026,1.00000002
ADSL,1.000000032,1.000000016,0.999999972,1.00000003,0.999999987,1.000000032,1,0.999999991,1.000000019,1.000000014,0.999999982,1.000000026,1.00000002
CDK5,1.000000032,1.000000016,0.999999972,1.00000003,0.999999987,1.000000032,1,0.999999991,1.000000019,1.000000014,0.999999982,1.000000026,1.00000002
GGACT,1.000000032,1.000000016,0.999999972,1.00000003,0.999999987,1.000000032,1,0.999999991,1.000000019,1.000000014,0.999999982,1.000000026,1.00000002
UBR1,1.000000032,1.000000016,0.999999972,1.00000003,0.999999987,1.000000032,1,0.999999991,1.000000019,1.000000014,0.999999982,1.000000026,1.00000002
MGAT4B,1.000000032,1.000000016,0.999999972,1.00000003,0.999999987,1.000000032,1,0.999999991,1.000000019,1.000000014,0.999999982,1.000000026,1.00000002
PTGES,1.000000033,1.00000002,0,1.000000017,0.999999968,1.000000003,1.00000001,0.99999997,1,1.000000027,1.000000017,1.000000006,0.999999993
CTH,1.000000029,0.998202429,0.999302607,0.999999983,0.998181811,0.997880272,1.000000005,0.999999965,1,0.998607201,0.999999987,0.997719598,0.999999999
SLC25A15,1.000000043,1.000000018,0.999999984,0.999999983,1.000000005,1.00000001,0.999392115,0.999999968,1.000000026,1.000000061,0.999999976,1.000000037,1.000000002
SMPD2,1.000000002,1.00000005,0.999999924,1.000000032,0.999999982,1.000000026,0.999999998,1.000000001,1.000000003,0.999999924,0.999999978,1.000000023,1.000000001
UBE2D2,1.000000002,1.00000005,0.999999924,1.000000032,0.999999982,1.000000026,0.999999998,1.000000001,1.000000003,0.999999924,0.999999978,1.000000023,1.000000001
CYP11A1,0.999999976,1.000000006,0.999999992,1.000000022,1.000000005,1.000000002,1.000000009,0.999999966,1,1.000000014,0.999999994,1.000000023,0.999999993
HGD,0.999999976,1.000000006,0.999999992,1.000000022,1.000000005,1.000000002,1.000000009,0.999999966,1,1.000000014,0.999999994,1.000000023,0.999999993
HACL1,0.999999976,1.000000006,0.999999992,1.000000022,1.000000005,1.000000002,1.000000009,0.999999966,1,1.000000014,0.999999994,1.000000023,0.999999993
GLT6D1,0.999999976,1.000000006,0.999999992,1.000000022,1.000000005,1.000000002,1.000000009,0.999999966,1,1.000000014,0.999999994,1.000000023,0.999999993
UBE2Q1,0.999999976,1.000000006,0.999999992,1.000000022,1.000000005,1.000000002,1.000000009,0.999999966,1,1.000000014,0.999999994,1.000000023,0.999999993
SLC6A12,0.999999976,1.000000006,0.999999992,1.000000022,1.000000005,1.000000002,1.000000009,0.999999966,1,1.000000014,0.999999994,1.000000023,0.999999993
FKBP8,0.999999976,1.000000006,0.999999992,1.000000022,1.000000005,1.000000002,1.000000009,0.999999966,1,1.000000014,0.999999994,1.000000023,0.999999993
DPYSL3,0.999999976,1.000000006,0.999999992,1.000000022,1.000000005,1.000000002,1.000000009,0.999999966,1,1.000000014,0.999999994,1.000000023,0.999999993
ATP6V1H,1,1,1,1.000000009,0.999999973,1,0.999999998,1,1,1.000000019,1,1,1.000000004
CDK7,1.000000021,1,1,1.000000052,1,1,1,0.999999971,1,1,1,1,0.999999995
GGCT,1.000000021,1,1,1.000000052,1,1,1,0.999999971,1,1,1,1,0.999999995
DGKG,1.000000021,1,1,1.000000052,1,1,1,0.999999971,1,1,1,1,0.999999995
POLE,1.000000021,1,1,1.000000052,1,1,1,0.999999971,1,1,1,1,0.999999995
ZDHHC11,1.000000021,1,1,1.000000052,1,1,1,0.999999971,1,1,1,1,0.999999995
PKLR,1.000000021,1,1,1.000000052,1,1,1,0.999999971,1,1,1,1,0.999999995
ABL1,1.000000021,1,1,1.000000052,1,1,1,0.999999971,1,1,1,1,0.999999995
DUSP7,1.000000021,1,1,1.000000052,1,1,1,0.999999971,1,1,1,1,0.999999995
SLC44A3,1.000000021,1,1,1.000000052,1,1,1,0.999999971,1,1,1,1,0.999999995
PDP2,1.000000021,1,1,1.000000052,1,1,1,0.999999971,1,1,1,1,0.999999995
PMM1,1.000000021,1,1,1.000000052,1,1,1,0.999999971,1,1,1,1,0.999999995
PFKFB4,1.000000021,1,1,1.000000052,1,1,1,0.999999971,1,1,1,1,0.999999995
B3GALNT1,1.000000021,1,1,1.000000052,1,1,1,0.999999971,1,1,1,1,0.999999995
BBOX1,0.999999995,-0.000000433,0,0.999999983,0,0,0.999999998,0.999999965,1.000000017,0,0,0,0.999999999
DNM1L,1.000000019,0.999999993,0.99999998,0.999999985,0.999999993,1.000000023,1.000000001,0.999999965,1.000000016,1.000000011,0.999999976,1.000000011,1.000000014
CKB,1.000000033,1.000000013,1.000000004,1.000000017,0.999999968,1.000000003,1.00000001,0.99999997,1,1.000000027,1.000000017,1.000000006,0.999999993
UBE2O,1.000000033,1.000000013,1.000000004,1.000000017,0.999999968,1.000000003,1.00000001,0.99999997,1,1.000000027,1.000000017,1.000000006,0.999999993
DGUOK,1.000000033,1.000000013,1.000000004,1.000000017,0.999999968,1.000000003,1.00000001,0.99999997,1,1.000000027,1.000000017,1.000000006,0.999999993
RNF149,1.000000033,1.000000013,1.000000004,1.000000017,0.999999968,1.000000003,1.00000001,0.99999997,1,1.000000027,1.000000017,1.000000006,0.999999993
GC,1.000000012,1.000000018,0,1.000000052,0.999999982,1.000000034,1.000000009,0.999999998,1.000000025,1.000000014,1.000000041,1.000000007,0.999999994
GPAT2,1.000000025,1.000000025,0.712455636,0.999999983,1.000000005,1.000000009,1.000000009,0.999999976,1,1.000000009,0.999999976,1.000000037,1.000000004
GBGT1,0.999999995,1.000000017,1.000000038,0.999999983,0.999999984,1.000000008,0.999999998,0.999999965,1.000000017,0.999999925,0.999999976,1.000000014,0.999999999
ADH7,0.999999995,1.000000017,1.000000038,0.999999983,0.999999984,1.000000008,0.999999998,0.999999965,1.000000017,0.999999925,0.999999976,1.000000014,0.999999999
ALDH1A2,0.999999995,1.000000017,1.000000038,0.999999983,0.999999984,1.000000008,0.999999998,0.999999965,1.000000017,0.999999925,0.999999976,1.000000014,0.999999999
EPX,0.999999995,1.000000017,1.000000038,0.999999983,0.999999984,1.000000008,0.999999998,0.999999965,1.000000017,0.999999925,0.999999976,1.000000014,0.999999999
USP20,0.999999995,1.000000017,1.000000038,0.999999983,0.999999984,1.000000008,0.999999998,0.999999965,1.000000017,0.999999925,0.999999976,1.000000014,0.999999999
PRMT1,0.999999995,1.000000017,1.000000038,0.999999983,0.999999984,1.000000008,0.999999998,0.999999965,1.000000017,0.999999925,0.999999976,1.000000014,0.999999999
RXRA,0.999999995,1.000000017,1.000000038,0.999999983,0.999999984,1.000000008,0.999999998,0.999999965,1.000000017,0.999999925,0.999999976,1.000000014,0.999999999
SLC22A15,1.000000025,1.000000025,1.000000013,0.999999983,1.000000005,1.000000009,1.000000009,0.999999976,1,0.999999958,0.999999976,1.000000037,1.000000004
PHYH,1.000000012,1.000000018,0.999999972,1.000000052,0.999999982,1.000000034,1.000000009,0.999999998,1.000000025,1.000000014,1.000000041,1.000000007,0.999999994
RFK,1.000000008,0,0,0.999999985,0,0,1.000000001,0.999999965,1,0,0,0,1.000000014
PARP15,1.00000001,1.000000021,0,1.000000021,0.999999983,1.000000029,1,1.000000016,1.000000041,1.000000012,1.000000044,1.000000003,0.999999999
UROD,1.000000022,0.999999993,0.990304034,1.000000052,0.999999977,1.000000027,1.000000001,0.999999975,1.000000016,0.990936123,0.994457342,1.000000017,0.999999995
CA5B,1.00000003,1.000000053,0.999999596,0.999999983,1.000000005,0.999999999,1.000000004,0.999999968,1.000000026,1.000000025,0.999999976,1.000000037,1.000000002
ATP6V1F,1.00000001,1.000000021,0.99999992,1.000000021,0.999999983,1.000000029,1,1.000000016,1.000000041,1.000000012,1.000000044,1.000000003,0.999999999
ATE1,1.00000001,1.000000021,0.99999992,1.000000021,0.999999983,1.000000029,1,1.000000016,1.000000041,1.000000012,1.000000044,1.000000003,0.999999999
ADSS1,1.00000001,1.000000021,0.99999992,1.000000021,0.999999983,1.000000029,1,1.000000016,1.000000041,1.000000012,1.000000044,1.000000003,0.999999999
SLC16A6,1.00000001,1.000000021,0.99999992,1.000000021,0.999999983,1.000000029,1,1.000000016,1.000000041,1.000000012,1.000000044,1.000000003,0.999999999
SRC,1.00000001,1.000000021,0.999999986,1.000000021,0.999999983,1.000000029,1,1.000000016,1.000000041,1.000000012,1.000000044,1.000000003,0.999999999
ACOT4,1.00000001,1.000000021,0.999999986,1.000000021,0.999999983,1.000000029,1,1.000000016,1.000000041,1.000000012,1.000000044,1.000000003,0.999999999
PPM1K,1.00000001,1.000000021,0.999999986,1.000000021,0.999999983,1.000000029,1,1.000000016,1.000000041,1.000000012,1.000000044,1.000000003,0.999999999
CYP2D6,1.000000024,0.999999999,1.000000014,0.930700413,0.999999967,1.000000012,1.000000003,0.999999994,0.939997756,1.00000009,1.000000004,1.000000021,0.945307975
UBR5,1.000000029,1.000000028,1.000000025,0.999999983,0.999999981,1.000000017,1,0.999999965,1,1.000000015,1,1.000000019,0.999999999
AASDHPPT,1.000000029,1.000000028,1.000000025,0.999999983,0.999999981,1.000000017,1,0.999999965,1,1.000000015,1,1.000000019,0.999999999
CYP21A2,1.000000029,1.000000028,1.000000025,0.999999983,0.999999981,1.000000017,1,0.999999965,1,1.000000015,1,1.000000019,0.999999999
SMOX,1.000000029,1.000000028,1.000000025,0.999999983,0.999999981,1.000000017,1,0.999999965,1,1.000000015,1,1.000000019,0.999999999
CERT1,1.000000029,1.000000028,1.000000025,0.999999983,0.999999981,1.000000017,1,0.999999965,1,1.000000015,1,1.000000019,0.999999999
FUT1,1.000000029,1.000000028,1.000000025,0.999999983,0.999999981,1.000000017,1,0.999999965,1,1.000000015,1,1.000000019,0.999999999
DUSP29,1.000000029,1.000000028,1.000000025,0.999999983,0.999999981,1.000000017,1,0.999999965,1,1.000000015,1,1.000000019,0.999999999
G6PD,1.000000029,1.000000028,1.000000025,0.999999983,0.999999981,1.000000017,1,0.999999965,1,1.000000015,1,1.000000019,0.999999999
AS3MT,1.000000029,1.000000028,1.000000025,0.999999983,0.999999981,1.000000017,1,0.999999965,1,1.000000015,1,1.000000019,0.999999999
SLC7A5,1.000000007,1.000000013,1.000000012,1.000000021,0.99999999,1.000000019,1.000000006,0.999999996,1.000000012,1.000000018,1.000000004,1.000000012,1.000002929
SUCLG2,1.000000038,1.000000004,0.999999972,1.000000017,0.999999984,1.000000031,1,0.999999994,1.000000019,0.999999926,0.999999982,1.000000021,1.00000001
PIK3C2B,1.000000038,1.000000004,0.999999972,1.000000017,0.999999984,1.000000031,1,0.999999994,1.000000019,0.999999926,0.999999982,1.000000021,1.00000001
UBE2G2,1.000000038,1.000000004,0.999999972,1.000000017,0.999999984,1.000000031,1,0.999999994,1.000000019,0.999999926,0.999999982,1.000000021,1.00000001
GLA,1.000000038,1.000000004,0.999999972,1.000000017,0.999999984,1.000000031,1,0.999999994,1.000000019,0.999999926,0.999999982,1.000000021,1.00000001
RPS6KA3,1.000000038,1.000000004,0.999999972,1.000000017,0.999999984,1.000000031,1,0.999999994,1.000000019,0.999999926,0.999999982,1.000000021,1.00000001
SLC26A3,1.000000038,1.000000004,0.999999972,1.000000017,0.999999984,1.000000031,1,0.999999994,1.000000019,0.999999926,0.999999982,1.000000021,1.00000001
SLC27A2,1.000000038,1.000000004,0.999999972,1.000000017,0.999999984,1.000000031,1,0.999999994,1.000000019,0.999999926,0.999999982,1.000000021,1.00000001
SLC35B2,1.000000038,1.000000004,0.999999972,1.000000017,0.999999984,1.000000031,1,0.999999994,1.000000019,0.999999926,0.999999982,1.000000021,1.00000001
SLC5A8,1.000000038,1.000000004,0.999999972,1.000000017,0.999999984,1.000000031,1,0.999999994,1.000000019,0.999999926,0.999999982,1.000000021,1.00000001
ABCC5,1.000000038,1.000000004,0.999999972,1.000000017,0.999999984,1.000000031,1,0.999999994,1.000000019,0.999999926,0.999999982,1.000000021,1.00000001
SLC39A10,1.000000038,1.000000004,0.999999972,1.000000017,0.999999984,1.000000031,1,0.999999994,1.000000019,0.999999926,0.999999982,1.000000021,1.00000001
DPM3,1.000000038,1.000000004,0.999999972,1.000000017,0.999999984,1.000000031,1,0.999999994,1.000000019,0.999999926,0.999999982,1.000000021,1.00000001
CDC25C,1.000000025,1.00000002,0.999999986,1.000000052,0.99999996,1.000000034,1.000000011,1.000000014,1.000000032,1.000000002,1.000000043,1.000000007,0.999999993
ACSS3,1.000000025,1.00000002,0.999999986,1.000000052,0.99999996,1.000000034,1.000000011,1.000000014,1.000000032,1.000000002,1.000000043,1.000000007,0.999999993
ROCK1,1.000000025,1.00000002,0.999999986,1.000000052,0.99999996,1.000000034,1.000000011,1.000000014,1.000000032,1.000000002,1.000000043,1.000000007,0.999999993
HS3ST3A1,1.000000037,1.000000016,1.000000052,1.000000007,0.999999982,1.000000028,1.000000004,0.999999976,1,1.000000057,1.000000006,1.000000011,1.000000021
COASY,1.000000025,0,0.999999999,1.000000013,0,0,1.000000004,0.999999965,1,0.928624668,0.922009944,0,1.000002987
GLDC,1.000000002,0.966514546,0.991778995,0.999999983,0.95614397,0.973281247,1,0.999999965,1,0.974002058,0.989708419,0.972266848,0.999999999
DLAT,1.00000001,0.982178101,0.99177906,1.000000009,0.970732262,0.986992812,1.000000007,0.999999965,1,0.974002055,0.989708395,0.98697337,1.000000014
SLC25A20,1.00000001,0.982311112,0.996037969,1.000000009,0.978984698,0.987788266,1.000000007,0.999999965,1,0.995637528,0.989709304,0.99123863,1.000000014
FTCD,0.999999951,1.000000016,0.999999936,0.999999989,0.998385182,1.000000022,0.995896773,0.995849042,1.000000012,1.000000002,0.999999978,0.99785343,1.000000009
PKN3,1.000000019,1.000000007,0.997041359,1,0.999999976,1.000000007,0.999999998,0.999999978,1.000000016,1.000000001,0.999999993,1.000000012,1
EPHA7,1.000000019,1.000000007,0.999999937,1,0.999999976,1.000000007,0.999999998,0.999999978,1.000000016,1.000000001,0.999999993,1.000000012,1
FKBP4,1.000000019,1.000000007,0.999999937,1,0.999999976,1.000000007,0.999999998,0.999999978,1.000000016,1.000000001,0.999999993,1.000000012,1
PIGW,1.000000019,1.000000007,0.999999937,1,0.999999976,1.000000007,0.999999998,0.999999978,1.000000016,1.000000001,0.999999993,1.000000012,1
SLC39A2,1.000000019,1.000000007,0.999999937,1,0.999999976,1.000000007,0.999999998,0.999999978,1.000000016,1.000000001,0.999999993,1.000000012,1
TIAM2,1.000000019,1.000000007,0.999999937,1,0.999999976,1.000000007,0.999999998,0.999999978,1.000000016,1.000000001,0.999999993,1.000000012,1
